Iteration,Function,Color,Increment Count,Increment Percentage,Decrement Count,Decrement Percentage,Proposer 1,confirmed_round_1
74,0,0,126,25.2,374,74.8,NGVE57RDBABVTWYKUPBOVOHXZ2JHBVLOJXZNG2BVKQZTLGM7XH4VHLQP64,503
75,1,1,126,25.2,374,74.8,SKV2WCTAYCA7YX2YIUH6WQBLNJ4JYMB6TNK737DIL5Z4N6LG52XXKXU4VM,505
76,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,507
77,1,1,126,25.2,374,74.8,SKV2WCTAYCA7YX2YIUH6WQBLNJ4JYMB6TNK737DIL5Z4N6LG52XXKXU4VM,509
78,0,0,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,511
79,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,513
80,0,0,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,515
81,1,1,126,25.2,374,74.8,SKV2WCTAYCA7YX2YIUH6WQBLNJ4JYMB6TNK737DIL5Z4N6LG52XXKXU4VM,517
82,0,0,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,519
83,0,0,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,521
84,0,0,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,523
85,1,1,126,25.2,374,74.8,NGVE57RDBABVTWYKUPBOVOHXZ2JHBVLOJXZNG2BVKQZTLGM7XH4VHLQP64,525
86,0,0,126,25.2,374,74.8,NGVE57RDBABVTWYKUPBOVOHXZ2JHBVLOJXZNG2BVKQZTLGM7XH4VHLQP64,527
87,1,1,126,25.2,374,74.8,NGVE57RDBABVTWYKUPBOVOHXZ2JHBVLOJXZNG2BVKQZTLGM7XH4VHLQP64,529
88,1,1,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,531
89,1,1,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,533
90,1,1,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,535
91,1,1,126,25.2,374,74.8,NGVE57RDBABVTWYKUPBOVOHXZ2JHBVLOJXZNG2BVKQZTLGM7XH4VHLQP64,537
92,1,1,126,25.2,374,74.8,SKV2WCTAYCA7YX2YIUH6WQBLNJ4JYMB6TNK737DIL5Z4N6LG52XXKXU4VM,539
93,1,1,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,541
94,0,0,126,25.2,374,74.8,NGVE57RDBABVTWYKUPBOVOHXZ2JHBVLOJXZNG2BVKQZTLGM7XH4VHLQP64,543
95,1,1,126,25.2,374,74.8,SKV2WCTAYCA7YX2YIUH6WQBLNJ4JYMB6TNK737DIL5Z4N6LG52XXKXU4VM,545
96,0,0,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,547
97,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,549
98,0,0,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,551
99,0,0,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,553
100,1,1,126,25.2,374,74.8,NGVE57RDBABVTWYKUPBOVOHXZ2JHBVLOJXZNG2BVKQZTLGM7XH4VHLQP64,555
101,1,1,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,557
102,0,0,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,559
103,0,0,126,25.2,374,74.8,SKV2WCTAYCA7YX2YIUH6WQBLNJ4JYMB6TNK737DIL5Z4N6LG52XXKXU4VM,561
104,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,563
105,1,1,126,25.2,374,74.8,SKV2WCTAYCA7YX2YIUH6WQBLNJ4JYMB6TNK737DIL5Z4N6LG52XXKXU4VM,565
106,0,0,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,567
107,1,1,126,25.2,374,74.8,SKV2WCTAYCA7YX2YIUH6WQBLNJ4JYMB6TNK737DIL5Z4N6LG52XXKXU4VM,569
108,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,571
109,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,573
110,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,575
111,1,1,126,25.2,374,74.8,SKV2WCTAYCA7YX2YIUH6WQBLNJ4JYMB6TNK737DIL5Z4N6LG52XXKXU4VM,577
112,1,1,126,25.2,374,74.8,NGVE57RDBABVTWYKUPBOVOHXZ2JHBVLOJXZNG2BVKQZTLGM7XH4VHLQP64,579
113,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,581
114,1,1,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,583
115,1,1,126,25.2,374,74.8,NGVE57RDBABVTWYKUPBOVOHXZ2JHBVLOJXZNG2BVKQZTLGM7XH4VHLQP64,585
116,1,1,126,25.2,374,74.8,SKV2WCTAYCA7YX2YIUH6WQBLNJ4JYMB6TNK737DIL5Z4N6LG52XXKXU4VM,587
117,0,0,126,25.2,374,74.8,NGVE57RDBABVTWYKUPBOVOHXZ2JHBVLOJXZNG2BVKQZTLGM7XH4VHLQP64,589
118,1,1,126,25.2,374,74.8,SKV2WCTAYCA7YX2YIUH6WQBLNJ4JYMB6TNK737DIL5Z4N6LG52XXKXU4VM,591
119,0,0,126,25.2,374,74.8,NGVE57RDBABVTWYKUPBOVOHXZ2JHBVLOJXZNG2BVKQZTLGM7XH4VHLQP64,593
120,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,595
121,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,597
122,1,1,126,25.2,374,74.8,SKV2WCTAYCA7YX2YIUH6WQBLNJ4JYMB6TNK737DIL5Z4N6LG52XXKXU4VM,599
123,1,1,126,25.2,374,74.8,SKV2WCTAYCA7YX2YIUH6WQBLNJ4JYMB6TNK737DIL5Z4N6LG52XXKXU4VM,601
124,1,1,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,603
125,1,1,126,25.2,374,74.8,NGVE57RDBABVTWYKUPBOVOHXZ2JHBVLOJXZNG2BVKQZTLGM7XH4VHLQP64,605
126,1,1,126,25.2,374,74.8,SKV2WCTAYCA7YX2YIUH6WQBLNJ4JYMB6TNK737DIL5Z4N6LG52XXKXU4VM,607
127,1,1,126,25.2,374,74.8,SKV2WCTAYCA7YX2YIUH6WQBLNJ4JYMB6TNK737DIL5Z4N6LG52XXKXU4VM,609
128,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,611
129,0,0,126,25.2,374,74.8,SKV2WCTAYCA7YX2YIUH6WQBLNJ4JYMB6TNK737DIL5Z4N6LG52XXKXU4VM,613
130,0,0,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,615
131,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,617
132,1,1,126,25.2,374,74.8,NGVE57RDBABVTWYKUPBOVOHXZ2JHBVLOJXZNG2BVKQZTLGM7XH4VHLQP64,619
133,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,621
134,0,0,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,623
135,0,0,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,625
136,1,1,126,25.2,374,74.8,SKV2WCTAYCA7YX2YIUH6WQBLNJ4JYMB6TNK737DIL5Z4N6LG52XXKXU4VM,627
137,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,629
138,1,1,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,631
139,0,0,126,25.2,374,74.8,NGVE57RDBABVTWYKUPBOVOHXZ2JHBVLOJXZNG2BVKQZTLGM7XH4VHLQP64,633
140,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,635
141,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,637
142,1,1,126,25.2,374,74.8,SKV2WCTAYCA7YX2YIUH6WQBLNJ4JYMB6TNK737DIL5Z4N6LG52XXKXU4VM,639
143,1,1,126,25.2,374,74.8,SKV2WCTAYCA7YX2YIUH6WQBLNJ4JYMB6TNK737DIL5Z4N6LG52XXKXU4VM,641
144,0,0,126,25.2,374,74.8,NGVE57RDBABVTWYKUPBOVOHXZ2JHBVLOJXZNG2BVKQZTLGM7XH4VHLQP64,643
145,1,1,126,25.2,374,74.8,SKV2WCTAYCA7YX2YIUH6WQBLNJ4JYMB6TNK737DIL5Z4N6LG52XXKXU4VM,645
146,0,0,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,647
147,1,1,126,25.2,374,74.8,NGVE57RDBABVTWYKUPBOVOHXZ2JHBVLOJXZNG2BVKQZTLGM7XH4VHLQP64,649
148,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,651
149,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,653
150,1,1,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,655
151,1,1,126,25.2,374,74.8,SKV2WCTAYCA7YX2YIUH6WQBLNJ4JYMB6TNK737DIL5Z4N6LG52XXKXU4VM,657
152,0,0,126,25.2,374,74.8,NGVE57RDBABVTWYKUPBOVOHXZ2JHBVLOJXZNG2BVKQZTLGM7XH4VHLQP64,659
153,1,1,126,25.2,374,74.8,NGVE57RDBABVTWYKUPBOVOHXZ2JHBVLOJXZNG2BVKQZTLGM7XH4VHLQP64,661
154,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,663
155,1,1,126,25.2,374,74.8,SKV2WCTAYCA7YX2YIUH6WQBLNJ4JYMB6TNK737DIL5Z4N6LG52XXKXU4VM,665
156,0,0,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,667
157,0,0,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,669
158,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,671
159,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,673
160,0,0,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,675
161,1,1,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,677
162,1,1,126,25.2,374,74.8,NGVE57RDBABVTWYKUPBOVOHXZ2JHBVLOJXZNG2BVKQZTLGM7XH4VHLQP64,679
163,0,0,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,681
164,1,1,126,25.2,374,74.8,NGVE57RDBABVTWYKUPBOVOHXZ2JHBVLOJXZNG2BVKQZTLGM7XH4VHLQP64,683
165,0,0,126,25.2,374,74.8,SKV2WCTAYCA7YX2YIUH6WQBLNJ4JYMB6TNK737DIL5Z4N6LG52XXKXU4VM,685
166,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,687
167,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,689
168,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,691
169,1,1,126,25.2,374,74.8,SKV2WCTAYCA7YX2YIUH6WQBLNJ4JYMB6TNK737DIL5Z4N6LG52XXKXU4VM,693
170,0,0,126,25.2,374,74.8,NGVE57RDBABVTWYKUPBOVOHXZ2JHBVLOJXZNG2BVKQZTLGM7XH4VHLQP64,695
171,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,697
172,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,699
173,1,1,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,701
174,0,0,126,25.2,374,74.8,PME5E5SOV33LLEYEZNNJAUAPMY6ZS4BBWQ432YG456OQVHZCFALCFEH7KU,703
175,1,1,126,25.2,374,74.8,SKV2WCTAYCA7YX2YIUH6WQBLNJ4JYMB6TNK737DIL5Z4N6LG52XXKXU4VM,705
176,1,1,126,25.2,374,74.8,SKV2WCTAYCA7YX2YIUH6WQBLNJ4JYMB6TNK737DIL5Z4N6LG52XXKXU4VM,707
177,0,0,126,25.2,374,74.8,NGVE57RDBABVTWYKUPBOVOHXZ2JHBVLOJXZNG2BVKQZTLGM7XH4VHLQP64,709
178,1,1,126,25.2,374,74.8,NGVE57RDBABVTWYKUPBOVOHXZ2JHBVLOJXZNG2BVKQZTLGM7XH4VHLQP64,711
179,1,1,126,25.2,374,74.8,FJ4Z6WHDTIBSA72XNN55MUIUZQUYFFBKXTU4EDFAR5XR4R6CV5CR6DYEHU,713
